"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"18 years"	"18"	"2022 "	"2022"	419	4326642	9.7
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"19 years"	"19"	"2018"	"2018"	290	4263601	6.8
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"19 years"	"19"	"2019"	"2019"	313	4330439	7.2
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"19 years"	"19"	"2020"	"2020"	583	4272385	13.6
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"19 years"	"19"	"2021"	"2021"	620	4272123	14.5
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"19 years"	"19"	"2022 "	"2022"	531	4295710	12.4
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1 year"	"1"	"2018"	"2018"	97	3912900	2.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1 year"	"1"	"2019"	"2019"	113	3829599	3.0
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1 year"	"1"	"2020"	"2020"	92	3773884	2.4
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1 year"	"1"	"2021"	"2021"	109	3702936	2.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1 year"	"1"	"2022 "	"2022"	105	3588817	2.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2 years"	"2"	"2018"	"2018"	62	3991437	1.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2 years"	"2"	"2019"	"2019"	56	3922044	1.4
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2 years"	"2"	"2020"	"2020"	50	3853025	1.3
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2 years"	"2"	"2021"	"2021"	55	3767428	1.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2 years"	"2"	"2022 "	"2022"	44	3693362	1.2
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"3 years"	"3"	"2018"	"2018"	30	4036562	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"3 years"	"3"	"2019"	"2019"	42	3998665	1.1
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"3 years"	"3"	"2020"	"2020"	39	3921526	1.0
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"3 years"	"3"	"2021"	"2021"	34	3856743	0.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"3 years"	"3"	"2022 "	"2022"	44	3742836	1.2
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"4 years"	"4"	"2018"	"2018"	28	4021168	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"4 years"	"4"	"2019"	"2019"	31	4043323	0.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"4 years"	"4"	"2020"	"2020"	24	4017847	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"4 years"	"4"	"2021"	"2021"	31	3935738	0.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"4 years"	"4"	"2022 "	"2022"	21	3830225	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"5 years"	"5"	"2018"	"2018"	21	4010118	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"5 years"	"5"	"2019"	"2019"	18	4028281	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"5 years"	"5"	"2020"	"2020"	26	4054336	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"5 years"	"5"	"2021"	"2021"	20	4040153	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"5 years"	"5"	"2022 "	"2022"	22	3907298	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"6 years"	"6"	"2018"	"2018"	12	4015259	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"6 years"	"6"	"2019"	"2019"	19	4017227	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"6 years"	"6"	"2020"	"2020"	14	4040169	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"6 years"	"6"	"2021"	"2021"	24	4076629	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"6 years"	"6"	"2022 "	"2022"	19	4008898	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"7 years"	"7"	"2018"	"2018"	17	4059363	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"7 years"	"7"	"2019"	"2019"	15	4022319	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"7 years"	"7"	"2020"	"2020"	17	4029753	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"7 years"	"7"	"2021"	"2021"	17	4064596	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"7 years"	"7"	"2022 "	"2022"	15	4043729	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"8 years"	"8"	"2018"	"2018"	10	4055624	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"8 years"	"8"	"2019"	"2019"	14	4066194	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"8 years"	"8"	"2020"	"2020"	13	4034785	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"8 years"	"8"	"2021"	"2021"	16	4051555	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"8 years"	"8"	"2022 "	"2022"	20	4031341	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"9 years"	"9"	"2018"	"2018"	14	4055278	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"9 years"	"9"	"2019"	"2019"	13	4061874	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"9 years"	"9"	"2020"	"2020"	13	4078668	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"9 years"	"9"	"2021"	"2021"	11	4058615	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"9 years"	"9"	"2022 "	"2022"	17	4017929	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"10 years"	"10"	"2018"	"2018"	17	4184077	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"10 years"	"10"	"2019"	"2019"	14	4060940	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"10 years"	"10"	"2020"	"2020"	16	4074173	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"10 years"	"10"	"2021"	"2021"	21	4103489	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"10 years"	"10"	"2022 "	"2022"	13	4024547	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"11 years"	"11"	"2018"	"2018"	20	4203007	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"11 years"	"11"	"2019"	"2019"	13	4189261	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"11 years"	"11"	"2020"	"2020"	14	4072994	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"11 years"	"11"	"2021"	"2021"	18	4189406	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"11 years"	"11"	"2022 "	"2022"	18	4068564	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"12 years"	"12"	"2018"	"2018"	19	4168485	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"12 years"	"12"	"2019"	"2019"	13	4208387	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"12 years"	"12"	"2020"	"2020"	15	4200977	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"12 years"	"12"	"2022 "	"2022"	13	4152811	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"13 years"	"13"	"2018"	"2018"	17	4156887	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"13 years"	"13"	"2019"	"2019"	13	4175221	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"13 years"	"13"	"2020"	"2020"	21	4219921	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"13 years"	"13"	"2021"	"2021"	15	4442581	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"13 years"	"13"	"2022 "	"2022"	18	4240884	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"14 years"	"14"	"2018"	"2018"	21	4167071	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"14 years"	"14"	"2019"	"2019"	19	4164459	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"14 years"	"14"	"2020"	"2020"	18	4186358	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"14 years"	"14"	"2021"	"2021"	15	4432993	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"14 years"	"14"	"2022 "	"2022"	17	4403033	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"15 years"	"15"	"2018"	"2018"	15	4141218	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"15 years"	"15"	"2019"	"2019"	18	4175459	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"15 years"	"15"	"2020"	"2020"	19	4175920	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"15 years"	"15"	"2021"	"2021"	10	4355926	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"15 years"	"15"	"2022 "	"2022"	19	4396566	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"16 years"	"16"	"2018"	"2018"	20	4130744	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"16 years"	"16"	"2019"	"2019"	21	4150420	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"16 years"	"16"	"2020"	"2020"	27	4187874	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"16 years"	"16"	"2021"	"2021"	22	4310462	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"16 years"	"16"	"2022 "	"2022"	23	4325808	0.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"17 years"	"17"	"2018"	"2018"	28	4241936	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"17 years"	"17"	"2019"	"2019"	17	4142425	Unreliable
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"17 years"	"17"	"2020"	"2020"	25	4164893	0.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"17 years"	"17"	"2021"	"2021"	30	4333375	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"17 years"	"17"	"2022 "	"2022"	34	4291066	0.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"18 years"	"18"	"2018"	"2018"	37	4319722	0.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"18 years"	"18"	"2019"	"2019"	28	4255827	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"18 years"	"18"	"2020"	"2020"	37	4159857	0.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"18 years"	"18"	"2021"	"2021"	31	4292780	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"18 years"	"18"	"2022 "	"2022"	31	4326642	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"19 years"	"19"	"2018"	"2018"	33	4263601	0.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"19 years"	"19"	"2019"	"2019"	38	4330439	0.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"19 years"	"19"	"2020"	"2020"	28	4272385	0.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"19 years"	"19"	"2021"	"2021"	56	4272123	1.3
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"19 years"	"19"	"2022 "	"2022"	40	4295710	0.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"9 years"	"9"	"2019"	"2019"	10	4061874	Unreliable
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"9 years"	"9"	"2020"	"2020"	14	4078668	Unreliable
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"10 years"	"10"	"2018"	"2018"	21	4184077	0.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"10 years"	"10"	"2019"	"2019"	17	4060940	Unreliable
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"10 years"	"10"	"2020"	"2020"	25	4074173	0.6
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"10 years"	"10"	"2021"	"2021"	21	4103489	0.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"11 years"	"11"	"2018"	"2018"	54	4203007	1.3
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"11 years"	"11"	"2019"	"2019"	37	4189261	0.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"11 years"	"11"	"2020"	"2020"	42	4072994	1.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"11 years"	"11"	"2021"	"2021"	48	4189406	1.1
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"11 years"	"11"	"2022 "	"2022"	27	4068564	0.7
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"12 years"	"12"	"2018"	"2018"	101	4168485	2.4
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"12 years"	"12"	"2019"	"2019"	98	4208387	2.3
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"12 years"	"12"	"2020"	"2020"	93	4200977	2.2
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"12 years"	"12"	"2021"	"2021"	108	4279315	2.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"12 years"	"12"	"2022 "	"2022"	85	4152811	2.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"13 years"	"13"	"2018"	"2018"	164	4156887	3.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"13 years"	"13"	"2019"	"2019"	174	4175221	4.2
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"13 years"	"13"	"2020"	"2020"	172	4219921	4.1
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"13 years"	"13"	"2021"	"2021"	158	4442581	3.6
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"13 years"	"13"	"2022 "	"2022"	148	4240884	3.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"14 years"	"14"	"2018"	"2018"	256	4167071	6.1
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"14 years"	"14"	"2019"	"2019"	208	4164459	5.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"14 years"	"14"	"2020"	"2020"	249	4186358	5.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"14 years"	"14"	"2021"	"2021"	263	4432993	5.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"14 years"	"14"	"2022 "	"2022"	226	4403033	5.1
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"15 years"	"15"	"2018"	"2018"	360	4141218	8.7
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"15 years"	"15"	"2019"	"2019"	285	4175459	6.8
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"15 years"	"15"	"2020"	"2020"	323	4175920	7.7
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"15 years"	"15"	"2021"	"2021"	318	4355926	7.3
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"15 years"	"15"	"2022 "	"2022"	291	4396566	6.6
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"16 years"	"16"	"2018"	"2018"	402	4130744	9.7
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"16 years"	"16"	"2019"	"2019"	382	4150420	9.2
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"16 years"	"16"	"2020"	"2020"	384	4187874	9.2
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"16 years"	"16"	"2021"	"2021"	389	4310462	9.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"16 years"	"16"	"2022 "	"2022"	365	4325808	8.4
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"17 years"	"17"	"2018"	"2018"	467	4241936	11.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"17 years"	"17"	"2019"	"2019"	433	4142425	10.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"17 years"	"17"	"2020"	"2020"	371	4164893	8.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"17 years"	"17"	"2021"	"2021"	453	4333375	10.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"17 years"	"17"	"2022 "	"2022"	424	4291066	9.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"18 years"	"18"	"2018"	"2018"	554	4319722	12.8
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"18 years"	"18"	"2019"	"2019"	510	4255827	12.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"18 years"	"18"	"2020"	"2020"	498	4159857	12.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"18 years"	"18"	"2021"	"2021"	529	4292780	12.3
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"18 years"	"18"	"2022 "	"2022"	518	4326642	12.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"19 years"	"19"	"2018"	"2018"	621	4263601	14.6
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"19 years"	"19"	"2019"	"2019"	600	4330439	13.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"19 years"	"19"	"2020"	"2020"	640	4272385	15.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"19 years"	"19"	"2021"	"2021"	654	4272123	15.3
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"19 years"	"19"	"2022 "	"2022"	566	4295710	13.2
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"11 years"	"11"	"2020"	"2020"	14	4072994	Unreliable
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"11 years"	"11"	"2021"	"2021"	20	4189406	0.5
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"12 years"	"12"	"2018"	"2018"	33	4168485	0.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"12 years"	"12"	"2019"	"2019"	27	4208387	0.6
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"12 years"	"12"	"2020"	"2020"	33	4200977	0.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"12 years"	"12"	"2021"	"2021"	39	4279315	0.9
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"12 years"	"12"	"2022 "	"2022"	17	4152811	Unreliable
